State,Year,Month,Period,Indicator,Percent Complete,Percent Pending Investigation,State Name,Predicted Value
AK,2022,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0,Alaska,74
AK,2022,February,12 month-ending,Cocaine (T40.5),100,0,Alaska,10
AK,2022,February,12 month-ending,Heroin (T40.1),100,0,Alaska,64
AK,2022,February,12 month-ending,Number of Deaths,100,0,Alaska,
AK,2022,February,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0,Alaska,80
AK,2022,February,12 month-ending,Methadone (T40.3),100,0,Alaska,12
AK,2022,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0,Alaska,193
AK,2022,January,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0,Alaska,162
AK,2022,January,12 month-ending,Heroin (T40.1),100,0,Alaska,64
AK,2022,January,12 month-ending,Percent with drugs specified,100,0,Alaska,
AK,2022,January,12 month-ending,Number of Deaths,100,0,Alaska,
AK,2022,January,12 month-ending,Cocaine (T40.5),100,0,Alaska,10
AK,2022,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0,Alaska,146
AK,2022,January,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0,Alaska,174
AK,2022,January,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0,Alaska,81
AK,2022,January,12 month-ending,Number of Drug Overdose Deaths,100,0,Alaska,253
AK,2022,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0,Alaska,75
AK,2022,January,12 month-ending,Methadone (T40.3),100,0,Alaska,11
AK,2022,July,12 month-ending,Number of Drug Overdose Deaths,100,0,Alaska,255
AK,2022,July,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0,Alaska,160
AK,2022,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0,Alaska,184
AK,2022,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0,Alaska,149
AK,2022,July,12 month-ending,Percent with drugs specified,100,0,Alaska,
AK,2022,July,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0,Alaska,173
AK,2022,July,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0,Alaska,66
AK,2022,July,12 month-ending,Number of Deaths,100,0,Alaska,
AK,2022,July,12 month-ending,Methadone (T40.3),100,0,Alaska,
AK,2022,July,12 month-ending,Heroin (T40.1),100,0,Alaska,49
AK,2022,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0,Alaska,62
AK,2022,July,12 month-ending,Cocaine (T40.5),100,0,Alaska,
AK,2022,June,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0,Alaska,159
AK,2022,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0,Alaska,185
AK,2022,June,12 month-ending,Number of Drug Overdose Deaths,100,0,Alaska,256
AK,2022,June,12 month-ending,Methadone (T40.3),100,0,Alaska,
AK,2022,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0,Alaska,66
AK,2022,June,12 month-ending,Percent with drugs specified,100,0,Alaska,
AK,2022,June,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0,Alaska,173
AK,2022,June,12 month-ending,Number of Deaths,100,0,Alaska,
AK,2022,June,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0,Alaska,70
AK,2022,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0,Alaska,147
AK,2022,June,12 month-ending,Heroin (T40.1),100,0,Alaska,47
AK,2022,June,12 month-ending,Cocaine (T40.5),100,0,Alaska,11
AK,2022,March,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0,Alaska,182
AK,2022,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0,Alaska,157
AK,2022,March,12 month-ending,Percent with drugs specified,100,0,Alaska,
AK,2022,March,12 month-ending,Methadone (T40.3),100,0,Alaska,10
AK,2022,March,12 month-ending,Number of Drug Overdose Deaths,100,0,Alaska,257
AK,2022,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0,Alaska,198
AK,2022,March,12 month-ending,Heroin (T40.1),100,0,Alaska,62
AK,2022,March,12 month-ending,Number of Deaths,100,0,Alaska,
AK,2022,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0,Alaska,71
AK,2022,March,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0,Alaska,164
AK,2022,March,12 month-ending,Cocaine (T40.5),100,0,Alaska,10
AK,2022,March,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0,Alaska,76
AK,2022,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0,Alaska,143
AK,2022,May,12 month-ending,Number of Drug Overdose Deaths,100,0,Alaska,246
AK,2022,May,12 month-ending,Methadone (T40.3),100,0,Alaska,
AK,2022,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0,Alaska,60
AK,2022,May,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0,Alaska,159
AK,2022,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0,Alaska,180
AK,2022,May,12 month-ending,Number of Deaths,100,0,Alaska,
AK,2022,May,12 month-ending,Cocaine (T40.5),100,0,Alaska,10
AK,2022,May,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0,Alaska,64
AK,2022,May,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0,Alaska,167
AK,2022,May,12 month-ending,Heroin (T40.1),100,0,Alaska,49
AK,2022,May,12 month-ending,Percent with drugs specified,100,0,Alaska,
AK,2022,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0,Alaska,49
AK,2022,November,12 month-ending,Number of Deaths,100,0,Alaska,
AK,2022,November,12 month-ending,Percent with drugs specified,100,0,Alaska,
AK,2022,November,12 month-ending,Number of Drug Overdose Deaths,100,0,Alaska,231
AK,2022,November,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0,Alaska,54
AK,2022,November,12 month-ending,Methadone (T40.3),100,0,Alaska,
AK,2022,November,12 month-ending,Cocaine (T40.5),100,0,Alaska,16
AK,2022,November,12 month-ending,Heroin (T40.1),100,0,Alaska,40
AK,2022,November,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0,Alaska,169
AK,2022,November,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0,Alaska,133
AK,2022,November,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0,Alaska,162
AK,2022,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0,Alaska,140
AK,2022,October,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0,Alaska,165
AK,2022,October,12 month-ending,Percent with drugs specified,100,0,Alaska,
AK,2022,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0,Alaska,53
AK,2022,October,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0,Alaska,56
AK,2022,October,12 month-ending,Number of Deaths,100,0,Alaska,
AK,2022,October,12 month-ending,Heroin (T40.1),100,0,Alaska,45
AK,2022,October,12 month-ending,Number of Drug Overdose Deaths,100,0,Alaska,240
AK,2022,October,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0,Alaska,173
AK,2022,October,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0,Alaska,143
AK,2022,October,12 month-ending,Cocaine (T40.5),100,0,Alaska,13
AK,2022,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0,Alaska,141
AK,2022,October,12 month-ending,Methadone (T40.3),100,0,Alaska,
AK,2022,September,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0,Alaska,173
AK,2022,September,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0,Alaska,60
AK,2022,September,12 month-ending,Number of Drug Overdose Deaths,100,0,Alaska,245
AK,2022,September,12 month-ending,Percent with drugs specified,100,0,Alaska,
AK,2022,September,12 month-ending,Heroin (T40.1),100,0,Alaska,49
AK,2022,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0,Alaska,56
AK,2022,September,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0,Alaska,183
AK,2022,September,12 month-ending,Number of Deaths,100,0,Alaska,
AK,2022,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0,Alaska,149
AK,2022,September,12 month-ending,Methadone (T40.3),100,0,Alaska,
AK,2022,September,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0,Alaska,152
AK,2022,September,12 month-ending,Cocaine (T40.5),100,0,Alaska,10
AL,2022,April,12 month-ending,Number of Drug Overdose Deaths,100,0.145188367,Alabama,"1,357"
AL,2022,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.145188367,Alabama,
AL,2022,April,12 month-ending,Methadone (T40.3),100,0.145188367,Alabama,
AL,2022,April,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.145188367,Alabama,
AL,2022,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.145188367,Alabama,
AL,2022,April,12 month-ending,Percent with drugs specified,100,0.145188367,Alabama,
AL,2022,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.145188367,Alabama,
AL,2022,April,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.145188367,Alabama,
AL,2022,April,12 month-ending,Number of Deaths,100,0.145188367,Alabama,
AL,2022,April,12 month-ending,Heroin (T40.1),100,0.145188367,Alabama,
AL,2022,April,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.145188367,Alabama,
AL,2022,April,12 month-ending,Cocaine (T40.5),100,0.145188367,Alabama,
AL,2022,August,12 month-ending,Number of Drug Overdose Deaths,100,0.213005889,Alabama,"1,429"
AL,2022,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.213005889,Alabama,943
AL,2022,August,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.213005889,Alabama,560
AL,2022,August,12 month-ending,Methadone (T40.3),100,0.213005889,Alabama,31
AL,2022,August,12 month-ending,Percent with drugs specified,100,0.213005889,Alabama,
AL,2022,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.213005889,Alabama,"1,047"
AL,2022,August,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.213005889,Alabama,147
AL,2022,August,12 month-ending,Number of Deaths,100,0.213005889,Alabama,
AL,2022,August,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.213005889,Alabama,"1,018"
AL,2022,August,12 month-ending,Heroin (T40.1),100,0.213005889,Alabama,60
AL,2022,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.213005889,Alabama,118
AL,2022,August,12 month-ending,Cocaine (T40.5),100,0.213005889,Alabama,247
AL,2022,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.117104809,Alabama,
AL,2022,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.117104809,Alabama,
AL,2022,February,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.117104809,Alabama,
AL,2022,February,12 month-ending,Number of Drug Overdose Deaths,100,0.117104809,Alabama,"1,376"
AL,2022,February,12 month-ending,Percent with drugs specified,100,0.117104809,Alabama,
AL,2022,February,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.117104809,Alabama,
AL,2022,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.117104809,Alabama,
AL,2022,February,12 month-ending,Cocaine (T40.5),100,0.117104809,Alabama,
AL,2022,February,12 month-ending,Heroin (T40.1),100,0.117104809,Alabama,
AL,2022,February,12 month-ending,Number of Deaths,100,0.117104809,Alabama,
AL,2022,February,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.117104809,Alabama,
AL,2022,February,12 month-ending,Methadone (T40.3),100,0.117104809,Alabama,
AL,2022,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.102723688,Alabama,
AL,2022,January,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.102723688,Alabama,
AL,2022,January,12 month-ending,Heroin (T40.1),100,0.102723688,Alabama,
AL,2022,January,12 month-ending,Percent with drugs specified,100,0.102723688,Alabama,
AL,2022,January,12 month-ending,Number of Deaths,100,0.102723688,Alabama,
AL,2022,January,12 month-ending,Cocaine (T40.5),100,0.102723688,Alabama,
AL,2022,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.102723688,Alabama,
AL,2022,January,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.102723688,Alabama,
AL,2022,January,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.102723688,Alabama,
AL,2022,January,12 month-ending,Number of Drug Overdose Deaths,100,0.102723688,Alabama,"1,333"
AL,2022,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.102723688,Alabama,
AL,2022,January,12 month-ending,Methadone (T40.3),100,0.102723688,Alabama,
AL,2022,July,12 month-ending,Number of Drug Overdose Deaths,100,0.191827538,Alabama,"1,411"
AL,2022,July,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.191827538,Alabama,537
AL,2022,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.191827538,Alabama,"1,016"
AL,2022,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.191827538,Alabama,903
AL,2022,July,12 month-ending,Percent with drugs specified,100,0.191827538,Alabama,
AL,2022,July,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.191827538,Alabama,984
AL,2022,July,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.191827538,Alabama,157
AL,2022,July,12 month-ending,Number of Deaths,100,0.191827538,Alabama,
AL,2022,July,12 month-ending,Methadone (T40.3),100,0.191827538,Alabama,33
AL,2022,July,12 month-ending,Heroin (T40.1),100,0.191827538,Alabama,62
AL,2022,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.191827538,Alabama,126
AL,2022,July,12 month-ending,Cocaine (T40.5),100,0.191827538,Alabama,254
AL,2022,June,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.168849541,Alabama,519
AL,2022,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.168849541,Alabama,976
AL,2022,June,12 month-ending,Number of Drug Overdose Deaths,100,0.168849541,Alabama,"1,370"
AL,2022,June,12 month-ending,Methadone (T40.3),100,0.168849541,Alabama,28
AL,2022,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.168849541,Alabama,126
AL,2022,June,12 month-ending,Percent with drugs specified,100,0.168849541,Alabama,
AL,2022,June,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.168849541,Alabama,946
AL,2022,June,12 month-ending,Number of Deaths,100,0.168849541,Alabama,
AL,2022,June,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.168849541,Alabama,152
AL,2022,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.168849541,Alabama,869
AL,2022,June,12 month-ending,Heroin (T40.1),100,0.168849541,Alabama,69
AL,2022,June,12 month-ending,Cocaine (T40.5),100,0.168849541,Alabama,246
AL,2022,March,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.123234145,Alabama,
AL,2022,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.123234145,Alabama,
AL,2022,March,12 month-ending,Percent with drugs specified,100,0.123234145,Alabama,
AL,2022,March,12 month-ending,Methadone (T40.3),100,0.123234145,Alabama,
AL,2022,March,12 month-ending,Number of Drug Overdose Deaths,100,0.123234145,Alabama,"1,364"
AL,2022,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.123234145,Alabama,
AL,2022,March,12 month-ending,Heroin (T40.1),100,0.123234145,Alabama,
AL,2022,March,12 month-ending,Number of Deaths,100,0.123234145,Alabama,
AL,2022,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.123234145,Alabama,
AL,2022,March,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.123234145,Alabama,
AL,2022,March,12 month-ending,Cocaine (T40.5),100,0.123234145,Alabama,
AL,2022,March,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.123234145,Alabama,
AL,2022,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.153444137,Alabama,856
AL,2022,May,12 month-ending,Number of Drug Overdose Deaths,100,0.153444137,Alabama,"1,371"
AL,2022,May,12 month-ending,Methadone (T40.3),100,0.153444137,Alabama,29
AL,2022,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.153444137,Alabama,126
AL,2022,May,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.153444137,Alabama,506
AL,2022,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.153444137,Alabama,970
AL,2022,May,12 month-ending,Number of Deaths,100,0.153444137,Alabama,
AL,2022,May,12 month-ending,Cocaine (T40.5),100,0.153444137,Alabama,237
AL,2022,May,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.153444137,Alabama,152
AL,2022,May,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.153444137,Alabama,933
AL,2022,May,12 month-ending,Heroin (T40.1),100,0.153444137,Alabama,81
AL,2022,May,12 month-ending,Percent with drugs specified,100,0.153444137,Alabama,
AL,2022,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.314316117,Alabama,127
AL,2022,November,12 month-ending,Number of Deaths,100,0.314316117,Alabama,
AL,2022,November,12 month-ending,Percent with drugs specified,100,0.314316117,Alabama,
AL,2022,November,12 month-ending,Number of Drug Overdose Deaths,100,0.314316117,Alabama,"1,459"
AL,2022,November,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.314316117,Alabama,155
AL,2022,November,12 month-ending,Methadone (T40.3),100,0.314316117,Alabama,30
AL,2022,November,12 month-ending,Cocaine (T40.5),100,0.314316117,Alabama,250
AL,2022,November,12 month-ending,Heroin (T40.1),100,0.314316117,Alabama,49
AL,2022,November,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.314316117,Alabama,"1,090"
AL,2022,November,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.314316117,Alabama,569
AL,2022,November,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.314316117,Alabama,"1,065"
AL,2022,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.314316117,Alabama,994
AL,2022,October,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.266196332,Alabama,"1,039"
AL,2022,October,12 month-ending,Percent with drugs specified,100,0.266196332,Alabama,
AL,2022,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.266196332,Alabama,129
AL,2022,October,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.266196332,Alabama,157
AL,2022,October,12 month-ending,Number of Deaths,100,0.266196332,Alabama,
AL,2022,October,12 month-ending,Heroin (T40.1),100,0.266196332,Alabama,51
AL,2022,October,12 month-ending,Number of Drug Overdose Deaths,100,0.266196332,Alabama,"1,442"
AL,2022,October,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.266196332,Alabama,"1,065"
AL,2022,October,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.266196332,Alabama,559
AL,2022,October,12 month-ending,Cocaine (T40.5),100,0.266196332,Alabama,250
AL,2022,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.266196332,Alabama,964
AL,2022,October,12 month-ending,Methadone (T40.3),100,0.266196332,Alabama,30
AL,2022,September,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.226639902,Alabama,"1,022"
AL,2022,September,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.226639902,Alabama,146
AL,2022,September,12 month-ending,Number of Drug Overdose Deaths,100,0.226639902,Alabama,"1,424"
AL,2022,September,12 month-ending,Percent with drugs specified,100,0.226639902,Alabama,
AL,2022,September,12 month-ending,Heroin (T40.1),100,0.226639902,Alabama,56
AL,2022,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.226639902,Alabama,119
AL,2022,September,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.226639902,Alabama,"1,050"
AL,2022,September,12 month-ending,Number of Deaths,100,0.226639902,Alabama,
AL,2022,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.226639902,Alabama,946
AL,2022,September,12 month-ending,Methadone (T40.3),100,0.226639902,Alabama,30
AL,2022,September,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.226639902,Alabama,544
AL,2022,September,12 month-ending,Cocaine (T40.5),100,0.226639902,Alabama,246
AR,2022,April,12 month-ending,Number of Drug Overdose Deaths,100,0.002480466,Arkansas,635
AR,2022,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.002480466,Arkansas,327
AR,2022,April,12 month-ending,Methadone (T40.3),100,0.002480466,Arkansas,11
AR,2022,April,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.002480466,Arkansas,261
AR,2022,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.002480466,Arkansas,401
AR,2022,April,12 month-ending,Percent with drugs specified,100,0.002480466,Arkansas,
AR,2022,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.002480466,Arkansas,108
AR,2022,April,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.002480466,Arkansas,391
AR,2022,April,12 month-ending,Number of Deaths,100,0.002480466,Arkansas,
AR,2022,April,12 month-ending,Heroin (T40.1),100,0.002480466,Arkansas,
AR,2022,April,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.002480466,Arkansas,116
AR,2022,April,12 month-ending,Cocaine (T40.5),100,0.002480466,Arkansas,59
AR,2022,August,12 month-ending,Number of Drug Overdose Deaths,100,0.01028886,Arkansas,627
AR,2022,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.01028886,Arkansas,322
AR,2022,August,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.01028886,Arkansas,248
AR,2022,August,12 month-ending,Methadone (T40.3),100,0.01028886,Arkansas,13
AR,2022,August,12 month-ending,Percent with drugs specified,100,0.01028886,Arkansas,
AR,2022,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.01028886,Arkansas,398
AR,2022,August,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.01028886,Arkansas,118
AR,2022,August,12 month-ending,Number of Deaths,100,0.01028886,Arkansas,
AR,2022,August,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.01028886,Arkansas,388
AR,2022,August,12 month-ending,Heroin (T40.1),100,0.01028886,Arkansas,
AR,2022,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.01028886,Arkansas,107
AR,2022,August,12 month-ending,Cocaine (T40.5),100,0.01028886,Arkansas,61
AR,2022,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0,Arkansas,393
AR,2022,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0,Arkansas,323
AR,2022,February,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0,Arkansas,250
AR,2022,February,12 month-ending,Number of Drug Overdose Deaths,100,0,Arkansas,634
AR,2022,February,12 month-ending,Percent with drugs specified,100,0,Arkansas,
AR,2022,February,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0,Arkansas,381
AR,2022,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0,Arkansas,108
AR,2022,February,12 month-ending,Cocaine (T40.5),100,0,Arkansas,64
AR,2022,February,12 month-ending,Heroin (T40.1),100,0,Arkansas,
AR,2022,February,12 month-ending,Number of Deaths,100,0,Arkansas,
